"Product Line","SFDALicense:ProductCNname","SFDALicense:Product EN name","SFDALicense: First Approved Date","Abbr.","REF","SMN","EAN/UPC(DI)","最小销售单元中使用单元的数量","Unit of Use Device Identifier","Package","SFDALicense","Approved Date","Effective Date","SFDALicense:ExpiredDate","SFDALicense:Chinese name of Certificate Holder","SFDALicense:English name of Certificate Holder","SFDALicense:Certificate Holder","SFDALicense:Holder's Address","SFDALicense:Holder's Address2","manufacture's Address","Manufacturer city","IFU valid from Date","IFU valid to Date","CN IFU IssuedDate","Label valid from Date","Label valid to Date","CN Label IssuedDate","Reviewer","ReviewDate","EN IFU Version","EXP(Month)","RA Check Status","CER History (FY-TYPE-Class-CER)","Status","SFDALicense:产品类别(设备/耗材)","SFDALicense:器械类别(器械/体外诊断)","SFDALicense:代理人住所","SFDALicense:代理人名称","SFDALicense:IVD注册申请表分类","SFDALicense:备注(注册证备注信息)","SFDALicense: Abbreviation","SFDALicense:生产标识是否包含失效日期","SFDALicense:生产标识是否包含序列号","SFDALicense:生产标识是否包含批号","SFDALicense:生产标识是否包含生产日期","UDI Database Add/Updated","RA Owner","Released IFU Date","Change EN VS CN","Released IFU no.","Released Label No.","Released Label Date","UDI Database Description","Change Description","ID","Modified","Modified By","BU","License"
"Atellica CH","白蛋白测定试剂盒（溴甲酚绿法）","ALB",,,"11693484","11693484",,,,"4×440测试/盒。","沪械注准20252400116","2025-03-27","2025-03-27","2030-03-26","西门子实验系统（上海）有限公司","NA",,"上海市浦东新区芙蓉花路387号",,"江苏省泰州市泰州医药高新区秀水路22号7-1幢（委托生产）",,,,,,,,,,,"12",,,"Approved",,,"NA","NA","2","受托生产企业名称：复星诊断科技（泰州）有限公司  统一社会信用代码：91321291596920261C","ALB",,,,,,,,,,,,,,"5876","2025-05-20 15:15","TANG, XU",,
"Atellica CH","复合生化校准品","Chem Cal",,,"11693475","11693475",,,,"6×5mL。","沪械注准20252400150","2025-04-09","2025-04-09","2030-04-08","西门子实验系统（上海）有限公司","/",,"上海市浦东新区芙蓉花路387号",,"江苏省泰州市泰州医药高新区秀水路22号7-1幢（委托生产）",,,,,,,,,,,"12",,,"Approved",,,"/","/","2","受托生产企业名称：复星诊断科技（泰州）有限公司 统一社会信用代码：91321291596920261C","Chem Cal",,,,,,,,,,,,,,"5886","2025-05-20 15:07","TANG, XU",,
"Atellica CH","肌酸激酶测定试剂盒（磷酸肌酸底物法）","CK",,,"11693474","11693474",,,,"4×440测试/盒。","沪械注准20252400119","2025-03-27","2025-03-27","2030-03-26","西门子实验系统（上海）有限公司","/",,"上海市浦东新区芙蓉花路387号",,"江苏省泰州市泰州医药高新区秀水路22号7-1幢（委托生产）",,,,,,,,,,,"12",,,"Approved",,,"/","/","2","受托生产企业名称：复星诊断科技（泰州）有限公司 统一社会信用代码：91321291596920261C","CK",,,,,,,,,,,,,,"5885","2025-05-20 15:01","TANG, XU",,
"Atellica CH","尿酸测定试剂盒（尿酸酶法）","UA",,,"11693473","11693473",,,,"4×440测试/盒。","沪械注准20252400140","2025-04-02","2025-04-02","2025-04-02","西门子实验系统（上海）有限公司","/",,"上海市浦东新区芙蓉花路387号",,"江苏省泰州市泰州医药高新区秀水路22号7-1幢（委托生产）",,,,,,,,,,,"12",,,"Approved",,,"/","/","2","受托生产企业名称：复星诊断科技（泰州）有限公司 统一社会信用代码：91321291596920261C","UA",,,,,,,,,,,,,,"5884","2025-05-20 14:57","TANG, XU",,
"Atellica CH","镁测定试剂盒（二甲苯胺蓝法）","Mg",,,"11693471","11693471",,,,"4×440测试/盒。","沪械注准20252400139","2025-04-02","2025-04-02","2030-04-01","西门子实验系统（上海）有限公司","/",,"上海市浦东新区芙蓉花路387号",,"江苏省泰州市泰州医药高新区秀水路22号7-1幢（委托生产）",,,,,,,,,,,"12",,,"Approved",,,"/","/","2","受托生产企业名称：复星诊断科技（泰州）有限公司 统一社会信用代码：91321291596920261C","Mg",,,,,,,,,,,,,,"5883","2025-05-20 14:56","TANG, XU",,
"Atellica CH","乳酸脱氢酶测定试剂盒（乳酸底物法）","LDH",,,"11693486","11693486",,,,"4×440测试/盒。","沪械注准20252400134","2025-04-01","2025-04-01","2030-03-31","西门子实验系统（上海）有限公司","/",,"上海市浦东新区芙蓉花路387号",,"江苏省泰州市泰州医药高新区秀水路22号7-1幢（委托生产）",,,,,,,,,,,"12",,,"Approved",,,"/","/","2","受托生产企业名称：复星诊断科技（泰州）有限公司 统一社会信用代码：91321291596920261C","LDH",,,,,,,,,,,,,,"5882","2025-05-20 14:54","TANG, XU",,
"Atellica CH","无机磷测定试剂盒（直接紫外法）","IP",,,"11693467","11693467",,,,"4×440测试/盒。","沪械注准20252400144","2025-04-02","2025-04-02","2030-04-01","西门子实验系统（上海）有限公司","/",,"上海市浦东新区芙蓉花路387号",,"江苏省泰州市泰州医药高新区秀水路22号7-1幢（委托生产）",,,,,,,,,,,"12",,,"Approved",,,"/","/","2","受托生产企业名称：复星诊断科技（泰州）有限公司 统一社会信用代码：91321291596920261C","IP",,,,,,,,,,,,,,"5881","2025-05-20 14:54","TANG, XU",,
"Atellica CH","天门冬氨酸氨基转移酶测定试剂盒（天门冬氨酸底物法）","AST",,,"11693459","11693459",,,,"4×440测试/盒。","沪械注准20252400065","2025-02-27","2025-02-27","2030-02-26"," 西门子实验系统（上海）有限公司","/",,"上海市浦东新区芙蓉花路387号",,"江苏省泰州市泰州医药高新区秀水路22号7-1幢（委托生产）",,,,,,,,,,,"12",,,"Approved",,,"/","/","2","受托生产企业名称：复星诊断科技（泰州）有限公司 统一社会信用代码：91321291596920261C","AST",,,,,,,,,,,,,,"5880","2025-05-20 14:50","TANG, XU",,
"Centaur","催乳素测定试剂盒(直接化学发光法)","Prolactin(PRL)","2010-03-22","PRL","03278474(110757)","10309975","00630414177267","1",,"50测试/盒(ADVIA Centaur系列)","国械注进20162404610","2025-04-15","2026-05-17","2031-05-16","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-05-17","2026-05-16","2021-06-04","2021-05-17","2026-05-16","2021-06-04","Song Yuan Yuan","2021-06-03","CP: 10629987_EN Rev. E, 2011-06; XP:10629888_EN Rev. P, 2011-07","12",,"2017_Renewal_II_国械注进20162404610
2018_Change_II_国械注进20162404610
2019_Change_II_国械注进20162404610
2021_Renewal_II_国械注进20162404610","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求/说明书未发生变化，沿用原核发的产品技术要求/说明书。","PRL","是","否","是","否",,,"2021-06-04",,"10309975_03278474(110757)(CP)_SHD_20210517_CNA / 10309975_03278474(110757)(XP/XPT)_SHD_20210517_CNA","10309975_03278474(110757)_SHD_20210517_CNB","2021-06-04",,,"5381","2025-05-20 14:07","Liu, Li Ming","CAI","国械注进20162404610"
"Centaur","催乳素测定试剂盒(直接化学发光法)","Prolactin(PRL)","2010-03-22","PRL","09505871(110758)","10309976","00630414177274","5","00630414003245","250测试/盒(ADVIA Centaur系列)","国械注进20162404610","2025-04-15","2026-05-17","2031-05-16","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-05-17","2026-05-16","2021-06-04","2021-05-17","2026-05-16","2021-06-04","Song Yuan Yuan","2021-06-03","CP: 10629987_EN Rev. E, 2011-06; XP:10629888_EN Rev. P, 2011-07","12",,"2017_Renewal_II_国械注进20162404610
2018_Change_II_国械注进20162404610
2019_Change_II_国械注进20162404610
2021_Renewal_II_国械注进20162404610","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求/说明书未发生变化，沿用原核发的产品技术要求/说明书。","PRL","是","否","是","否",,,"2021-06-04",,"10309976_09505871(110758)(CP)_SHD_20210517_CNA / 10309976_09505871(110758)(XP/XPT)_SHD_20210517_CNA","10309976_09505871(110758)_SHD_20210517_CNB","2021-06-04",,,"5380","2025-05-20 14:07","Liu, Li Ming","CAI","国械注进20162404610"
"PP","多项蛋白定标品","N Protein Standard SL","2005-10-17","OQIM-class III","OQIM13","10446073","00842768007590","3","00842768019050","3×1mL","国械注进20173406203","2022-03-01","2022-07-11","2027-07-10","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","2022-07-11","2027-07-10","2022-06-15","2022-07-11","2027-07-10","2022-06-15","Liu Jie","2022-05-07","OQIMG13E0502(1027), Edition July 2011","21",,"2017_Renewal_III_国械注进20173406203
2018_Change_III_国械注进20173406203
2021_Change_III_国械注进20173406203","Expired","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","OQIM-class III","是","否","是","否",,,"2021-03-29",,"10446073_OQIM13_SHDP_20220711_CNA","10446073_OQIM13_SHDP _20220711_CNB","2021-03-29",,,"4482","2025-05-20 13:26","ZHOU, HUI","HHS","国械注进20173406203"
"ADVIA Chem","乳酸脱氢酶测定试剂盒(速率法)","Lactate Dehydrogenase(L-P) Reagents(LDLP)","2004-03-06","LDLP","07502115","10309501","00630414508375","1",,"7×274测试/盒(ADVIA 1800/2400/XPT)","国械注进20152403758","2024-07-23","2025-06-08","2030-06-07","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK","Crumlin UK","2025-06-08","2030-06-07","2025-05-19","2025-06-08","2030-06-07","2025-05-19","Chen Qianqian","2020-06-24","10494007_EN Rev. D, 2011-02","15",,"2016_Renewal_II_国械注进20152403758
2017_Change_II_国械注进20152403758
2019_Change_II_国械注进20152403758
2020_Change_II_国械注进20152403758
_Renewal_II_国械注进20152403758","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-004用于酶类检测的试剂"," 延续注册产品说明书和技术要求未发生变化，沿用原核发的产品说明书和技术要求。","LDLP","是","否","是","否",,,"2020-06-24",,"10309501_07502115(XPT)_SHD_20200608_CNA / 10309501_07502115(1800/2400)_SHD_20200608_CNA","10309501_07502115_SHD_20250608_CNB","2020-06-24",,,"5017","2025-05-20 10:54","TANG, XU","CAI","国械注进20152403758"
"ADVIA Chem","乳酸脱氢酶测定试剂盒(速率法)","Lactate Dehydrogenase(L-P) Reagents(LDLP)","2004-03-06","LDLP","03029628","10341128","00630414517438","1",,"6×670测试/盒(ADVIA 1800/2400)或6×660测试/盒(ADVIA XPT)","国械注进20152403758","2024-07-23","2025-06-08","2030-06-07","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK","Crumlin UK","2025-06-08","2030-06-07","2025-05-19","2025-06-08","2030-06-07","2025-05-19","Chen Qianqian","2020-06-24","10494007_EN Rev. D, 2011-02","15",,"2016_Renewal_II_国械注进20152403758
2017_Change_II_国械注进20152403758
2019_Change_II_国械注进20152403758
2020_Change_II_国械注进20152403758
_Renewal_II_国械注进20152403758","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-004用于酶类检测的试剂"," 延续注册产品说明书和技术要求未发生变化，沿用原核发的产品说明书和技术要求。","LDLP","是","否","是","否",,,"2020-06-24",,"10341128_03029628(XPT)_SHD_20200608_CNA / 10341128_03029628(1800/2400)_SHD_20200608_CNA","10341128_03029628_SHD_20250608_CNB","2020-06-24",,,"5018","2025-05-20 10:53","TANG, XU","CAI","国械注进20152403758"
"Atellica CI;Atellica CH","乳酸脱氢酶测定试剂盒(速率法)","Lactate Dehydrogenase(L-P) Reagents(LDLP)","2004-03-06","LDLP","11097594","11097594","00630414596464","1",,"4×448测试/盒(Atellica 系列)","国械注进20152403758","2024-10-17","2024-10-17","2030-06-07","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK","Crumlin UK","2025-06-08","2030-06-07","2025-05-19","2025-06-08","2030-06-07","2025-05-19","Chen Qianqian","2020-06-24",,"15",,"2016_Renewal_II_国械注进20152403758
2017_Change_II_国械注进20152403758
2019_Change_II_国械注进20152403758
2020_Change_II_国械注进20152403758
_Renewal_II_国械注进20152403758","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-004用于酶类检测的试剂"," 延续注册产品说明书和技术要求未发生变化，沿用原核发的产品说明书和技术要求。","LDLP","是","否","是","否",,,"2020-06-24",,"11097594_SHD_20200608_CNA","11097594_SHD_20250608_CNB","2020-06-24",,,"5019","2025-05-20 10:51","TANG, XU","CAI","国械注进20152403758"
"Syva","万古霉素检测试剂(酶放大免疫测定法)","Emit® 2000 Vancomycin Assay","2012-08-10","4W019UL 万古霉素检测试剂","4W019UL","10445336","00842768001109","1",,"试剂1:28mL,试剂2:14mL","国械注进20162400276","2024-07-25","2025-06-24","2030-06-23","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","2025-06-24","2030-06-23","2025-05-19","2025-06-24","2030-06-23","2025-05-19","Zhang Qiang","2020-07-24","4W024UL.3DS_US_B 2008-04","12",,"2016_Renewal_II_国械注进20162400276
2017_Change_II_国械注进20162400276
2020_Renewal_II_国械注进20162400276","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂"," 延续注册产品说明书和技术要求未发生变化，沿用原核发的产品说明书和技术要求。","4W019UL 万古霉素检测试剂","是","否","是","否",,,"2020-07-24",,"10445336_4W019UL_SHD_20200624_CNA","10445336_4W019UL_SHD_20250624_CNB","2020-07-24",,,"4584","2025-05-20 10:50","TANG, XU","HHS","国械注进20162400276"
"Syva","特异性环孢霉素定标液","Emit® 2000 Cyclosporine Specific Calibrators","2009-03-13","6R119UL 特异性环孢霉素定标液","6R119UL","10445376","00842768001468","1",,"1×2.5mL,5×2mL","国械注进20162400278","2024-07-23","2025-06-24","2030-06-23","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","2025-06-24","2030-06-23","2025-05-19","2025-06-24","2030-06-23","2025-05-19","Ma Na","2023-08-02","6R164UL.10DS_US_B 2008-03","24",,"2016_Renewal_II_国械注进20162400278
2017_Change_II_国械注进20162400278
2020_Renewal_II_国械注进20162400278","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂"," 延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","6R119UL 特异性环孢霉素定标液","是","否","是","否",,"Ma Na",,,"10445376_6R119UL_SHD_20200624_CNA","10445376_6R119UL_SHD_20250624_CNB",,,,"4568","2025-05-20 10:49","TANG, XU","HHS","国械注进20162400278"
"Syva","特异性环孢霉素检测试剂(酶放大免疫测定法)","Emit® 2000 Cyclosporine Specific Assay","2009-03-27","6R079UL 特异性环孢霉素检测试剂","6R079UL","10445375","00842768001451","1",,"抗体底物试剂A:1×22mL;酶试剂B:1×11mL","国械注进20162400011","2022-06-14","2025-06-24","2030-06-23","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","2025-06-24","2030-06-23","2025-05-19","2025-06-24","2030-06-23","2025-05-19","Liu Liming","2022-07-15","6R004UL.16DS_US_C 2011-05","18",,"2016_Renewal_II_国械注进20162400011
2017_Change_II_国械注进20162400011
2020_Renewal_II_国械注进20162400011","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂","延续注册产品说明书/技术要求未发生变化，沿用原核发的产品说明书/技术要求。","6R079UL 特异性环孢霉素检测试剂","是","否","是","否",,,"2020-07-31",,,"10445375_6R079UL_SHD_20250624_CNB","2020-07-31",,,"4567","2025-05-20 10:47","TANG, XU","HHS","国械注进20162400011"
"Atellica CH","丙氨酸氨基转移酶测定试剂盒（丙氨酸底物法）","ALT",,,"11693454","11693454",,,,"4X440测试/盒","沪械注准20252400117","2025-03-27","2025-03-27","2030-03-26","西门子实验系统（上海）有限公司","/",,"上海市浦东新区芙蓉花路387号",,"江苏省泰州市泰州医药高新区秀水路22号7-1幢（委托生产）",,,,,,,,,,,"12",,,"Approved","耗材","体外诊断",,,,"受托生产企业名称：复星诊断科技（泰州）有限公司 统一社会信用代码：91321291596920261C","ALT",,,,,,,,,,,,,,"5879","2025-05-16 12:57","TANG, XU",,
