"ID","SFDALicense","SMN","First Approve Date","Approved Date","ExpiredDate","ProductType","BU","Class","Product line","ProductCNname","Product EN name","CurrentState","Chinese name of Certificate Holder","English name of Certificate Holder","Certificate Holder","Holder's Address","Holder's Address (City)","产品类别(设备/耗材)","器械类别(器械/体外诊断)","主要组成成分","预期用途","代理人名称","代理人住所","器械目录分类","器械目录分类: 编码","IVD注册申请表分类","生产标识是否包含批号","生产标识是否包含序列号","体外诊断试剂产品分类(类别)","体外诊断试剂产品分类（名称）","生产标识是否包含生产日期","生产标识是否包含失效日期","备注(注册证备注信息)","ChangeHistory","ALLSMN","ALLSMN:Effective Date","ALLSMN:ApprovedDate","ALLSMN: Reviewer","Abbreviation","Reviewer","RA Owner","Created","Modified","Storage Condition","编辑次数","PM No.","PM No.: Product Abbreviation","ExpRenewIn2Years","Modified By","CER_Link Material List","Title","Title","TriggerApproval"
"7793","国械注进20172401738","10381643;10381642;","2005-08-09","2021-11-10","2027-06-25","Reagent","CAI","2","[""Immulite 1000""]","甲状腺结合球蛋白测定试剂盒(化学发光法)","IMMULITE/IMMULITE1000 TBG","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","甲状腺结合球蛋白检测单位（LTB1）：每个带有条码的检测单位内含一个包被有单克隆鼠抗甲状腺结合球蛋白（TBG）抗体的包被珠。甲状腺结合球蛋白试剂楔（LTB2）：试剂楔带有条码。每瓶7.5mL，碱性磷酸酶（小牛肠）标记的人甲状腺结合球蛋白（TBG）缓冲液，含防腐剂。甲状腺结合球蛋白校正品（LTBL，LTBH）：两瓶（低、高），每瓶4mL含人甲状腺结合球蛋白（TBG）的缓冲液，含防腐剂。（具体内容详见说明书）","本产品用于体外定量检测血清中甲状腺结合球蛋白（TBG）的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-340 甲状腺球蛋白（TG）检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2017_Renewal_II_国械注进20172401738
2018_Listing Change_II_国械注进20172401738","10381643,10381642","2022-06-26; 2022-06-26","2021-11-10; 2021-11-10","0; 0","LKTB甲状腺结合球蛋白测定试剂盒（化学发光法）","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20172401738","CAI","CAI","False"
"7794","国械注进20172401733","10381648;","2005-09-03","2021-10-25","2027-06-25","Reagent","CAI","2","[""Immulite 2000""]","甲状腺球蛋白测定试剂盒(化学发光法)","IMMULITE2000 Thyroglobulin","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","含甲状腺球蛋白包被珠（L2TY12）、甲状腺球蛋白试剂楔（L2TYA2）、甲状腺球蛋白校正品（LTYL，LTYH）。（具体内容详见说明书）","该产品用于体外定量检测血清或肝素化血浆中甲状腺球蛋白的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-340 甲状腺球蛋白（TG）检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2017_Renewal_II_国械注进20172401733","10381648","2022-06-26","2021-10-25","0","L2KTY 甲状腺球蛋白测定试剂盒（化学发光法）","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20172401733","CAI","CAI","False"
"7795","国械注进20172401584","10381529;10381527;","2005-12-27","2021-10-20","2027-06-06","Reagent","CAI","2","[""Immulite 2000""]","地高辛测定试剂盒(化学发光法)","IMMULITE2000 Digoxin","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","地高辛包被珠（L2DI12）、地高辛试剂楔（L2DIA2）、地高辛校正品（L2DIJ3, L2DIJ4）。（具体内容详见说明书）","本产品用于体外定量检测血清或肝素血浆中的地高辛浓度。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-008用于药物及药物代谢物检测的试剂","是","否","17 Ⅱ-8 用于药物及药物代谢物检测的试剂","6840-435 地高辛检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2017_Renewal_II_国械注进20172401584","10381529,10381527","2022-06-07; 2022-06-07","2021-10-20; 2021-10-20","Wang Qing; Wang Qing","L2KDI 地高辛测定试剂盒（化学发光法）","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20172401584","CAI","CAI","False"
"7796","国械注进20172401583","10381181;10381170;","2005-05-24","2021-11-08","2027-06-06","Reagent","CAI","2","[""Immulite 2000""]","孕酮测定试剂盒(化学发光法)","IMMULITE 2000 Progesterone","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","孕酮包被珠（L2PW12）、孕酮试剂楔（L2PWA2）、孕酮校正品（LPWL，LPWH）。（具体内容详见说明书）","该产品用于体外定量检测血清孕酮水平。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-326 孕酮检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2017_Renewal_II_国械注进20172401583","10381181,10381170","2022-06-07; 2022-06-07","2021-11-08; 2021-11-08","Wang Qing; Wang Qing","L2KPW 孕酮测定试剂盒（化学发光法）","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20172401583","CAI","CAI","False"
"7798","国械注进20172401472","10995483;10310444;","2011-01-30","2021-08-06","2026-08-05","Reagent","CAI","2","[""Centaur"",""Atellica IM""]","糖抗原125校准品","CA 125II Calibrator","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂由低值校准品，高值校准品，校准品定值卡和条形码标签组成。（具体内容详见说明书）","该产品用于体外对糖抗原125测定试剂盒的校准。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-179 癌抗原125（CA125）检测试剂","否","是"," ","
2017_Renewal_III_国械注进20173400635
2018_Change_III_国械注进20173400635
2017_Renewal_III_国械注进20173401472
2018_Change_III_国械注进20173401472","10995483,10310444","2021-08-06; 2021-08-06","2021-08-06; 2021-08-06","Wang Yi He; Wang Yi He","CA 125 II Cal","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20172401472","CAI","CAI","False"
"7799","国械注进20172401471","10329796;10995487;","2011-01-30","2021-09-06","2026-09-05","Reagent","CAI","2","[""Centaur"",""Atellica IM""]","糖抗原15-3校准品","CA 15-3 Calibrator","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂由低值校准品，高值校准品，校准品定值卡和条形码标签组成。（具体内容详见说明书）","该产品用于体外对糖抗原15-3测定试剂盒的校准。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-180 癌抗原15-3（CA15-3）检测试剂","否","是"," ","2018_Change_II_国械注进20172400634
2017_Renewal_III_国械注进20173401471
2018_Change_III_国械注进20173401471","10329796,10995487","2021-09-06; 2021-09-06","2021-09-06; 2021-09-06","Xiao Lu; Xiao Lu","CA 15-3 Cal","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20172401471","CAI","CAI","False"
"7800","国械注进20172401470","10471520;","2013-09-02","2023-09-25","2027-05-23","Reagent","CAI","2","[""Dimension""]","肌酐测定试剂盒(酶法)","Dimension Enzymatic Creatinine Flex Reagent Cartridge","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101, Newark, DE 19714, USA","Newark","耗材","体外诊断试剂","盐酸（HCL）；三羟甲基甲胺基丙磺酸（TAPS）缓冲液，肌酸酶，肌氨酸氧化酶，2,,4,6-三碘-3-羟基苯甲酸（HTIB）；三羟甲基甲胺基 丙磺酸（TAPS）缓冲液，肌酐酶，辣根过氧化物酶，4- 氨基非那宗，亚铁氰化钾（II）。（具体内容详见说明书）","本产品用于体外定量测定人类血清，血浆，以及尿液中的肌酐。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","是","否","20 Ⅱ-11 用于其他生理、生化或免疫功能指标检测的试剂","6840-669 肌酐检测试剂","否","是"," ","2017_Renewal_II_国械注进20172401470
2018_Change_II_国械注进20172401470","10471520","2023-09-25","2023-09-25","0","DF270B 肌酐测定试剂盒（酶法）","[]","Liu Li Ming","2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1","FY22324","DF270B 肌酐测定试剂盒（酶法）","No","ZHOU, HUI","国械注进20172401470","CAI","CAI","False"
"7801","国械注进20172401469","10444967;","2006-12-18","2023-01-06","2027-05-23","Reagent","CAI","2","[""Dimension""]","尿酸测定试剂盒(终点法)","Uric Acid Flex® Reagent Cartridge(URCA)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive Mailstop 514, P.O. Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","缓冲液，稳定剂；尿酸酶，稳定剂。（具体内容详见说明书）","本产品用于体外定量测定人类血清、血浆和尿液中尿酸含量的定量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","是","否","20 Ⅱ-11 用于其他生理、生化或免疫功能指标检测的试剂","6840-673 尿酸检测试剂","否","是"," ","2017_Renewal_II_国械注进20172401469","10444967","2023-01-06","2023-01-06","0","DF77 尿酸测定试剂盒（终点法）","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20172401469","CAI","CAI","False"
"7802","国械注进20172401358","10475530;","2013-09-02","2021-12-14","2027-05-11","Reagent","CAI","2","[""Dimension""]","丙氨酸氨基转移酶测定试剂盒(比色法)","Dimension® Alanine Aminotraferase Flex® Reagent cartridge(ALTI)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101, Newark, DE 19714, USA","Newark","耗材","体外诊断试剂","乳酸脱氢酶，烟酰胺腺嘌呤二核苷酸，5-磷酸吡哆醛；α-酮戊二酸；丙氨酸；三羟甲基氨基甲烷盐酸盐缓冲液。（具体内容详见说明书）","该产品用于体外定量测定人血清或血浆中丙氨酸氨基转移酶的活性。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-004用于酶类检测的试剂","是","否","13 Ⅱ-4 用于酶类检测的试剂","6840-343 丙氨酸氨基转移酶检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2017_Renewal_II_国械注进20172401358","10475530","2022-05-12","2021-12-14","0","DF143 丙氨酸氨基转移酶测定试剂盒（比色法）","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20172401358","CAI","CAI","False"
"7803","国械注进20172401351","10380873;10380872;","2010-04-13","2021-06-28","2026-06-27","Reagent","CAI","2","[""Immulite 2000""]","总免疫球蛋白E测定试剂盒(化学发光法)","IMMULITE 2000 Total  IgE","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","总免疫球蛋白E包被珠（L2IE12），总免疫球蛋白E试剂楔（L2IEA2），总免疫球蛋白E校正品（LIEL，LIEH）。（具体内容详见说明书）","该产品用于体外定量检测血清中的E型免疫球蛋白（IgE）的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-010用于变态反应(过敏原)检测的试剂","是","否","08 Ⅲ-8 与变态反应（过敏原）相关的试剂","6840-218 总IgE检测试剂","否","是"," ","2021_Renewal_II_国械注进20172401351","10380873,10380872","2021-06-28; 2021-06-28","2021-06-28; 2021-06-28","Wang Qing; Wang Qing","L2KIE 总免疫球蛋白E测定试剂盒（化学发光法）","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20172401351","CAI","CAI","False"
"7804","国械注进20172401317","10482442;","2014-01-14","2021-08-10","2026-08-09","Reagent","HHS","2","[""PP""]","游离轻链质控品(水平2)","N FLC Control SL2","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","游离轻链质控品（水平2）是稳定液体，含人游离轻链蛋白、人血清白蛋白和蛋白酶抑制剂，以及防腐剂叠氮钠。试剂盒内附有产品靶值单。（具体内容详见说明书）","本产品用于测定κ和λ型游离轻链 （FLC）时，作为检测的准确度质控品和精密度质控品。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-199 κ轻链检测试剂","否","是"," ","
2017_Renewal_III_国械注进20173401317
2020_Change_III_国械注进20173401317","10482442","2021-08-10","2021-08-10","Liu Jie","OPJF_N FLC Control SL2","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20172401317","HHS","HHS","False"
"7805","国械注进20172401315","10317709;10317708;","2007-05-23","2021-10-28","2027-05-07","Reagent","CAI","2","[""Centaur""]","超敏肌钙蛋白I测定试剂盒(直接化学发光免疫分析法)","TnI-Ultra","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂盒由二元标记试剂、固相试剂、辅助试剂、标准曲线卡、校准品、校准品条形码和校准品分配值卡组成。（具体内容详见说明书）","该产品用于体外定量测定血清、肝素或乙二胺四乙酸（EDTA）血浆中的心肌钙蛋白I（cTnI）。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-259 肌钙蛋白I检测试剂","否","是"," ","2017_Renewal_II_国械注进20172401315","10317709,10317708","2022-05-08; 2022-05-08","2021-10-28; 2021-10-28","Wang Qing; Wang Qing","TnI-Ultra","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20172401315","CAI","CAI","False"
"7806","国械注进20172401313","10482441;","2014-01-14","2021-08-10","2026-08-09","Reagent","HHS","2","[""PP""]","游离轻链质控品(水平1)","N FLC Control SL1","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","游离轻链质控品（水平1）是稳定液体，含人游离轻链蛋白、人血清白蛋白和蛋白酶抑制剂，以及防腐剂叠氮钠。试剂盒内附有产品靶值单。（具体内容详见说明书）","本产品用于测定κ和λ型游离轻链 （FLC）时，作为检测的准确度质控品和精密度质控品","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-199 κ轻链检测试剂","否","是"," ","
2017_Renewal_III_国械注进20173401313
2020_Change_III_国械注进20173401313","10482441","2021-08-10","2021-08-10","Liu Jie","OPJE-N FLC Control SL1 class III","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20172401313","HHS","HHS","False"
"7807","国械注进20172401310","10482440;","2014-01-14","2021-09-14","2026-09-13","Reagent","HHS","2","[""PP""]","游离轻链定标品","N FLC Standard SL","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","游离轻链定标品是稳定液体，含人游离轻链蛋白、人血清白蛋白和蛋白酶抑制剂，以及防腐剂叠氮钠。试剂盒内附有产品靶值单。（具体内容详见说明书）","本产品用于测定κ和λ型游离轻链 （FLC）时建立参考曲线。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-199 κ轻链检测试剂","否","是"," "," ","10482440","2021-09-14","2021-09-14","Liu Jie","OPJD- N FLC Standard SL class III","[]",,"2022-02-10 13:58","2024-08-23 13:36","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20172401310","HHS","HHS","False"
